"Cluster","HL_ID","CI01","CI02","CI06","CI07","CI08","HL_B01","HL_B02","HL_B04","HL_B05","HL_B06","HL_B07","HL_B08","HL_B11","HL_B12","HL_B13","HL_B14A","HL_B14B","HL_B15A","HL_B15","HL_B16A","HL_B16B","HL_B17A","HL_B17B","HL_B18","HL_B19","HL_B20","HL_B21","HL_B22","HL_B23","HL_B24","HL_B25","HL_B26","HL_B26_UNITY","HL_B27","HL_B28A","HL_B28B","HL_B29","HL_B30","HL_B31A","HL_B31B","HL_B32","HL_B33_1","HL_B33_2","HL_B33_3","HL_B34","HL_B35","HL_B36","HL_B37","HL_B38","HL_B39","HL_B40","HL_B41","HL_B42","HL_B43","HL_B44","HL_B45","HL_B46","HL_B47","HL_B48","HL_B49","HL_B50","HL_B51","HL_B52A","HL_B52B","HL_B53","HL_B54","HL_B55","HL_B56","HL_B57","HL_B58","HL_B59","HL_B60","HL_B61A","HL_B61B","HL_B61C","HL_B61D","HL_B62A","HL_B62B","HL_B62C","HL_B62D","HL_B63A","HL_B63B","HL_B63C","HL_B63D","HL_B64A","HL_B64B","HL_B64C","HL_B64D","HL_B65A","HL_B65B","HL_B65C","HL_B65D","HL_B66A","HL_B66B","HL_B66C","HL_B66D","HL_B67A","HL_B67B","HL_B67C","HL_B67D","HL_B68A","HL_B68B","HL_B68C","HL_B68D","HL_B69A","HL_B69B","HL_B69C","HL_B69D","HL_B70A","HL_B70B","HL_B70C","HL_B70D","HL_B71A","HL_B71B","HL_B71C","HL_B71D","HL_B72A","HL_B72B","HL_B72C","HL_B72D","HL_B73A","HL_B73B","HL_B73C","HL_B73D","HL_B74A","HL_B74B","HL_B74C","HL_B74D","HL_B75A","HL_B75B","HL_B75C","HL_B75D","HL_B76A","HL_B76B","HL_B76C","HL_B76D","HL_B77A","HL_B77B","HL_B77C","HL_B77D","HL_B78A","HL_B78B","HL_B78C","HL_B78D","HL_B79A","HL_B79B","HL_B79C","HL_B79D","HL_B80A","HL_B80B","HL_B80C","HL_B80D","HL_B81A","HL_B81B","HL_B81C","HL_B81D","HL_B82A","HL_B82B","HL_B82C","HL_B82D","HL_B83A","HL_B83B","HL_B83C","HL_B83D","HL_B84A","HL_B84B","HL_B84C","HL_B84D","HL_B85A","HL_B85B","HL_B85C","HL_B85D","HL_B86A","HL_B86B","HL_B86C","HL_B86D","HL_B87A","HL_B87B","HL_B87C","HL_B87D","HL_B88A","HL_B88B","HL_B88C","HL_B88D","HL_B89A","HL_B89B","HL_B89C","HL_B89D","HL_B90A","HL_B90B","HL_B90C","HL_B90D","HL_B91A","HL_B91B","HL_B91C","HL_B91D","HL_B92A","HL_B92B","HL_B92C","HL_B92D","HL_B93A","HL_B93B","HL_B93C","HL_B93D","HL_B94_01","HL_B94_02","HL_B94_03","HL_B94_04","HL_B94_05","HL_B94_06","HL_B94_07","HL_B94_08","HL_B94_09","HL_B94_10","HL_B94_11","HL_B94_12","HL_B94_13","HL_B94_14","HL_B94_15","HL_B94_16","HL_B94_17","HL_B94_18","HL_B94_19","HL_B94_20","HL_B94_21","HL_B94_22","HL_B94_23","HL_B94_24","HL_B94_25","HL_B94_26","HL_B94_27","HL_B94_28","HL_B94_29","HL_B94_30","HL_B94_31","HL_B94_32","HL_B94_33","HL_B95","HL_B95_OTHER","HL_B96","HL_B97","Basicweight"
237,120,5,1,2,3,1,"08:54","07/06/2022",2,6,4,4,,1,1,39,98,13,12,1,,,,,1,,1,24,0,,1,3,20,2,0,1,600000,2,600000,300,1,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,3,1,12,1,0,1,1,1,1,0,,,,0,,,,1,1,3,0,1,1,3,0,1,10,3,0,1,1,3,0,1,2,3,0,0,,,,0,,,,0,,,,1,3,3,0,0,,,,0,,,,1,6,3,0,0,,,,1,1,3,0,0,,,,1,1,3,0,1,1,3,0,1,1,3,0,1,1,3,0,1,2,3,0,1,1,3,0,1,1,3,0,1,2,3,0,0,,,,0,,,,0,,,,0,,,,1,2,888,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3," ",1,"09:25",75.9446417910448
238,121,5,1,1,3,1,"11:56","06/06/2022",1,6,20,5,,1,1,28,120,21,12,1,,,,,1,,1,24,0,,1,0,,2,,1,450000,1,300000,265,1,0,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,,,0,,7,0,,,,1,10,888,0,0,,,,0,,,,1,2,888,0,0,,,,1,15,888,0,1,3,888,0,1,2,888,0,0,,,,0,,,,0,,,,1,3,888,0,0,,,,1,2,888,0,1,40,888,0,0,,,,1,4,888,0,1,2,2,0,0,,,,1,3,3,0,1,1,3,0,1,3,3,0,1,1,3,0,0,,,,0,,,,1,2,3,0,0,,,,0,,,,1,1,888,0,0,,,,1,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",1,"12:22",20.0439647058824
239,122,5,1,1,3,1,"10:59","07/06/2022",1,4,6,2,,1,1,36,180,6,12,1,,,,,1,,1,24,0,,1,0,,2,,1,180000,2,300000,300,1,1,,,,,,,,,,,,,,,,,,,,,,0,,1,0,,,,1,3,7,0,,,,0,,,,0,,,,0,,,,0,,,,1,1,1,0,1,25,1,0,1,1,1,0,0,,,,0,,,,0,,,,0,,,,1,3,1,0,0,,,,0,,,,0,,,,0,,,,1,2,2,0,0,,,,0,,,,1,3,1,0,1,1,1,0,1,1,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,1,888,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",1,"11:33",4.94822621359223
241,123,5,1,2,3,1,"10:58","06/06/2022",2,6,3,5,,1,1,35,70,32,12,1,,,,,1,,1,24,0,,1,0,,2,,1,600000,2,1200000,300,1,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,1,4,7,0,,,,1,5,1,0,0,,,,0,,,,0,,,,0,,,,1,4,3,0,1,1,888,0,1,1,3,0,0,,,,0,,,,0,,,,0,,,,0,,,,1,1,3,0,1,3,3,0,0,,,,0,,,,1,1,3,0,0,,,,1,1,3,0,0,,,,0,,,,0,,,,1,1,3,0,1,1,3,0,1,1,3,0,1,1,3,0,0,,,,0,,,,0,,,,1,4,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",1,"11:33",119.70275862069
243,124,5,2,2,3,1,"17:58","21/06/2022",2,6,4,5,,1,1,24,90,20,12,1,,,,,1,,1,24,1,3,1,4,1,1,0,1,900000,1,150000,300,1,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,7,0,,,,1,8,888,0,0,,,,1,30,1,0,1,1,2,0,0,,,,1,8,888,0,1,2,888,0,1,1,888,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,10,888,0,0,,,,1,4,888,0,1,1,888,0,0,,,,1,1,888,0,0,,,,1,1,888,1,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,1,888,0,1,1,888,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,555,"donation",1,"18:09",119.53393373494
244,125,5,2,2,3,1,"14:47","16/06/2022",1,6,20,5,,1,1,16,80,21,12,1,,,,,1,,1,24,0,,1,4,1,1,0,1,750000,1,150000,245,1,0,,,,,,,,,,,,,,,,,,,,,,0,,1,0,,,,1,4,3,1,30,2,0,1,20,2,0,0,,,,0,,,,1,2,2,1,0,,,,1,8,2,0,1,2,2,0,1,3,2,0,0,,,,0,,,,0,,,,1,5,2,0,0,,,,0,,,,0,,,,0,,,,1,6,888,0,1,1,888,0,0,,,,1,2,888,0,1,1,2,0,1,2,2,0,0,,,,1,1,888,0,0,,,,1,2,888,0,0,,,,0,,,,0,,,,0,,,,1,1,888,0,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,"donation",1,"15:16",50.6682119205298
245,126,5,2,1,3,2,"16:46","19/06/2022",1,3,3,1,,1,1,37,170,30,12,1,,,,,1,,1,24,0,,1,2,1,1,0,3,150000,1,300000,220,1,0,,,,,,,,,,,,,,,,,,,,,,1,4,0,0,,,,1,3,3,1,15,1,1,1,5,2,1,0,,,,0,,,,1,1,1,1,0,,,,1,9,2,0,1,1,1,0,1,3,1,1,0,,,,0,,,,0,,,,1,3,1,1,0,,,,0,,,,1,10,2,0,0,,,,1,8,1,1,0,,,,0,,,,1,2,1,0,0,,,,1,1,1,0,0,,,,1,4,1,0,0,,,,1,3,1,1,0,,,,0,,,,0,,,,0,,,,1,3,1,0,0,,,,1,1,,,1,,,,1,,,,1,,,,,1,,,,,,,,,1,,,,,,,555,"donation",1,"17:20",15.1000164383562
246,127,5,2,2,3,1,"15:18","15/06/2022",1,6,4,4,,1,1,34,90,14,12,1,,,,,1,,1,24,0,,1,5,20,2,0,1,900000,1,300000,300,1,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,1,3,3,0,,,,0,,,,0,,,,1,99,1,0,1,2,1,0,0,,,,1,13,1,0,1,3,1,0,1,4,888,0,0,,,,0,,,,0,,,,1,2,1,0,0,,,,0,,,,1,21,888,0,0,,,,1,6,888,0,1,2,1,0,0,,,,0,,,,0,,,,1,2,1,0,0,,,,1,1,1,0,0,,,,1,2,888,0,0,,,,1,1,888,0,1,1,3,0,0,,,,1,3,888,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",1,"15:39",235.364968421053
247,128,5,2,1,3,1,"10:47","15/06/2022",2,6,3,1,,1,1,23,150,21,12,1,,,,,1,,1,24,0,,1,2,1,1,0,1,600000,1,180000,300,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,,,1,4,3,0,,,,0,,,,0,,,,1,10,1,1,1,1,1,0,1,1,2,0,1,10,1,0,1,2,2,0,1,1,2,0,0,,,,1,1,1,0,0,,,,1,2,1,0,0,,,,1,1,3,0,1,50,1,0,0,,,,1,3,888,0,1,1,1,0,0,,,,1,2,888,0,1,1,1,0,1,2,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,1,888,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,"Don't know",1,"11:15",5.48210979228487
250,129,5,2,2,3,2,"16:39","17/06/2022",1,3,11,4,,1,1,24,100,15,12,1,,,,,1,,1,24,0,,1,2,30,2,0,1,1200000,1,750000,186,1,0,,,,,,,,,,,,,,,,,,,,,,0,,1,1,0,,,0,,7,1,30,1,1,0,,,,0,,,,1,10,1,0,1,2,1,0,0,,,,1,12,1,0,1,2,1,1,1,3,1,0,1,1,1,1,0,,,,0,,,,1,3,1,1,0,,,,0,,,,1,30,1,1,0,,,,1,3,888,0,0,,,,0,,,,1,1,1,1,0,,,,1,1,2,0,0,,,,1,2,1,0,0,,,,1,4,2,1,0,,,,0,,,,0,,,,0,,,,1,3,1,1,0,,,,1,,,,,,,1,,1,,,1,,,1,,,,,1,,,,,,1,,,,,1,,555,"Don't know",1,"17:10",61.0949142857143
252,130,5,2,1,3,2,"13:29","13/06/2022",1,6,10,5,,1,1,19,80,38,12,1,,,,,1,,1,23,0,,1,0,,2,,1,501000,1,450000,186,1,1,,,,,,,,,,,,,,,,,,,,,,0,,1,0,,,,1,3,2,0,,,,1,99,1,0,0,,,,0,,,,1,2,1,1,0,,,,1,17,1,0,1,3,1,0,1,2,1,0,0,,,,0,,,,0,,,,1,5,1,1,0,,,,1,1,1,0,1,99,1,1,0,,,,1,4,2,0,1,2,1,0,0,,,,1,3,1,0,1,1,1,0,1,1,1,1,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,3,1,0,0,,,,,,,,1,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,555,"Don't know",1,"14:10",8.83617364864865
258,131,5,3,2,3,1,"16:18","17/06/2022",2,6,3,5,,1,1,26,110,32,12,1,,,,,1,,1,24,0,,1,0,,2,,1,249000,1,750000,186,1,1,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,7,0,,,,1,10,1,0,0,,,,1,45,1,0,1,2,1,0,0,,,,1,14,1,0,1,3,1,0,1,2,1,1,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,8,888,0,1,1,1,0,0,,,,1,2,1,0,1,1,1,0,1,2,1,0,0,,,,1,2,2,0,0,,,,1,2,2,0,0,,,,0,,,,0,,,,0,,,,1,1,888,0,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,555,"in plan",1,"16:45",137.657460869565
264,132,5,3,1,3,1,"15:05","17/06/2022",1,6,4,5,,1,1,34,150,22,12,1,,,,,1,,1,24,0,,1,1,1,1,0,1,450000,1,1200000,300,1,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,7,0,,,,1,22,1,0,0,,,,1,40,1,0,1,2,1,0,0,,,,1,16,1,1,1,4,1,1,1,2,1,0,0,,,,0,,,,0,,,,1,3,1,0,0,,,,0,,,,1,35,1,0,0,,,,1,5,888,1,0,,,,0,,,,1,2,1,0,1,2,1,0,1,2,1,0,0,,,,1,1,1,0,0,,,,1,2,1,0,0,,,,0,,,,0,,,,0,,,,1,1,1,0,0,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,555,"donation",1,"15:31",12.3318692307692
266,133,5,3,2,3,1,"12:42","18/06/2022",2,6,15,5,,1,1,24,70,17,12,1,,,,,1,,1,24,0,,1,0,,2,,1,199980,1,450000,300,1,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,1,3,7,0,,,,1,16,1,0,1,1,1,0,1,30,1,0,1,2,1,0,0,,,,1,14,1,0,1,2,1,1,1,2,1,1,0,,,,0,,,,0,,,,1,3,1,0,0,,,,0,,,,1,26,1,0,0,,,,1,5,888,0,1,1,1,0,0,,,,1,3,1,1,1,1,1,0,1,1,1,0,0,,,,1,5,1,0,0,,,,0,,,,0,,,,1,1,1,0,0,,,,0,,,,1,1,1,0,0,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,555,"donation",1,"13:16",115.230054545455
267,134,5,3,1,3,1,"10:09","14/06/2022",1,6,14,5,,1,1,43,180,24,12,1,,,,,1,,1,24,0,,1,1,1,1,0,1,699990,1,300000,300,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,,,0,,3,0,,,,1,50,1,0,0,,,,1,11,1,0,1,1,1,0,0,,,,1,16,1,0,1,4,1,0,1,3,1,0,0,,,,0,,,,0,,,,1,4,1,0,0,,,,0,,,,0,,,,0,,,,1,7,888,0,1,2,1,0,0,,,,1,7,1,1,0,,,,1,1,1,0,0,,,,1,3,3,0,1,2,3,0,1,1,3,0,0,,,,0,,,,1,1,1,0,0,,,,1,6,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,555,"donation",1,"10:10",31.9791152777778
271,135,5,3,2,3,1,"10:20","20/06/2022",1,6,21,5,,1,1,32,60,9,12,1,,,,,1,,1,24,0,,1,0,,2,,1,199980,1,300000,227,1,1,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,1,3,7,0,,,,1,9,1,1,1,5,1,1,1,49,1,1,1,3,1,1,0,,,,1,14,1,0,1,5,1,0,1,2,1,0,0,,,,0,,,,0,,,,1,3,1,0,0,,,,0,,,,1,35,1,0,0,,,,1,9,1,0,1,2,1,0,0,,,,1,2,1,0,1,1,1,0,1,1,1,0,0,,,,1,1,3,0,0,,,,1,1,3,0,0,,,,0,,,,0,,,,0,,,,1,1,888,0,0,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,"donation",1,"10:44",61.146402640264
280,136,5,4,2,3,1,"15:29","16/06/2022",2,6,3,4,,1,1,40,200,40,12,1,,,,,1,,1,24,0,,1,1,40,2,0,1,600000,1,1200000,300,1,0,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,,,1,3,7,0,,,,1,7,1,1,0,,,,0,,,,0,,,,0,,,,1,15,1,0,1,5,1,0,1,1,1,0,1,1,1,0,0,,,,0,,,,1,4,1,0,0,,,,1,1,1,0,1,90,1,0,0,,,,1,4,888,0,0,,,,0,,,,1,1,1,0,0,,,,1,1,1,0,1,1,1,0,1,3,2,0,1,1,1,0,1,2,1,0,1,1,1,0,0,,,,1,1,1,0,1,1,1,0,1,1,1,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3," ",0,"16:06",83.807
281,137,5,4,1,3,1,"14:49","15/06/2022",2,6,3,4,,1,1,21,200,21,12,1,,,,,1,,1,23,0,,1,1,1,1,0,1,150000,1,180000,289,1,1,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,1,3,7,1,4,1,1,1,18,1,0,1,30,1,0,0,,,,1,2,1,0,0,,,,1,11,1,0,1,4,1,0,1,1,1,0,0,,,,0,,,,0,,,,1,2,1,0,1,1,888,0,0,,,,1,35,1,0,0,,,,1,6,888,0,0,,,,0,,,,1,1,1,0,0,,,,1,1,1,0,0,,,,0,,,,1,2,1,0,1,1,1,0,0,,,,0,,,,0,,,,0,,,,1,2,888,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,"No space",1,"15:38",9.17697944785276
282,138,5,4,1,3,1,"17:03","13/06/2022",2,6,3,4,,1,1,30,250,22,12,1,,,,,1,,1,23,0,,1,1,60,2,0,1,180000,1,750000,220,1,1,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,1,3,5,0,,,,1,30,1,0,1,40,1,0,0,,,,1,1,1,0,0,,,,1,11,1,0,1,4,1,1,1,5,1,0,0,,,,0,,,,0,,,,1,3,1,0,0,,,,0,,,,1,37,1,0,0,,,,1,7,888,0,1,1,1,0,0,,,,1,1,1,1,1,1,1,0,1,1,1,0,1,2,1,1,1,1,1,0,0,,,,1,5,1,0,0,,,,0,,,,0,,,,0,,,,1,3,888,0,0,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,555,"Replacement",1,"17:38",9.30882887323944
285,139,5,4,2,3,3,"13:48","14/06/2022",1,6,3,5,,1,1,30,120,18,12,1,,,,,1,,1,23,0,,1,1,1,1,0,1,600000,7,300000,287,1,1,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,1,3,5,1,80,1,1,1,20,1,0,1,20,1,0,0,,,,1,1,1,1,1,1,1,0,1,14,1,0,1,1,1,0,1,2,1,0,0,,,,0,,,,0,,,,1,6,1,0,0,,,,0,,,,1,85,1,0,0,,,,1,5,1,0,1,4,1,0,0,,,,1,2,1,0,1,1,1,0,1,6,1,0,0,,,,0,,,,1,4,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,1,5,1,0,0,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,"in plan",1,"14:26",79.18262625
286,140,5,4,2,3,1,"11:48","15/06/2022",1,6,4,5,,1,1,27,75,6,12,1,,,,,1,,1,24,0,,1,0,,2,,1,150000,1,300000,300,1,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,1,3,7,0,,,,0,,,,0,,,,0,,,,1,1,1,0,0,,,,1,10,1,0,1,2,1,0,1,2,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,15,1,0,0,,,,1,5,888,0,0,,,,0,,,,1,1,1,0,1,1,1,0,1,2,1,0,0,,,,1,4,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,1,888,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",1,"12:14",133.014805369128
287,141,5,5,2,3,1,"19:12","20/06/2022",1,6,3,4,,1,1,37,160,15,12,1,,,,,1,,1,23,1,3,1,2,60,2,0,1,180000,1,300000,225,1,1,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,2,1,20,1,0,1,3,1,0,0,,,,1,9,1,0,1,2,1,0,0,,,,1,16,1,0,1,2,1,0,1,1,1,0,0,,,,0,,,,0,,,,1,3,1,0,0,,,,0,,,,1,20,1,0,0,,,,1,5,888,0,1,2,1,1,0,,,,1,3,1,0,1,1,1,0,1,1,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,3,888,0,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3," ",0,"19:19",121.134436090226
289,142,5,5,2,3,1,"14:25","22/06/2022",2,6,3,5,,1,1,53,100,20,12,1,,,,,1,,1,23,0,,1,1,1,1,0,1,300000,7,600000,286,1,1,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,5,1,36,1,0,0,,,,1,10,1,0,0,,,,0,,,,0,,,,1,11,1,0,1,2,1,0,1,3,1,0,0,,,,0,,,,0,,,,1,2,1,0,0,,,,0,,,,1,30,1,0,0,,,,1,4,888,0,1,1,1,0,0,,,,1,5,1,0,1,2,1,0,1,1,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,3,888,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",1,"14:48",160.181593984962
294,143,5,5,2,3,1,"14:44","15/06/2022",2,3,1,1,,1,1,26,85,16,12,1,,,,,1,,1,22,0,,1,5,30,2,0,1,999990,3,1200000,200,1,0,,,,,,,,,,,,,,,,,,,,,,0,,1,0,,,,0,,6,1,19,1,1,1,8,1,1,0,,,,0,,,,1,2,1,0,0,,,,1,12,1,1,1,2,1,1,1,2,3,0,0,,,,0,,,,0,,,,1,3,1,1,0,,,,0,,,,0,,,,0,,,,1,4,888,1,0,,,,0,,,,1,9,1,1,1,2,1,1,1,2,1,1,0,,,,1,2,2,0,0,,,,1,3,2,0,1,15,888,0,0,,,,0,,,,0,,,,1,2,888,0,0,,,,1,1,,,,,1,1,,,,,1,,,,,1,,,1,1,1,,,,,,,,,,,3," ",1,"15:45",195.606
298,144,5,5,2,3,1,"13:37","17/06/2022",1,6,3,2,,1,1,20,24,24,12,1,,,,,1,,1,24,0,,1,3,1,1,0,1,300000,1,900000,300,1,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,3,1,27,888,0,1,6,888,1,0,,,,1,27,888,0,0,,,,0,,,,1,11,2,0,1,2,2,0,1,4,3,0,0,,,,0,,,,0,,,,1,3,2,0,0,,,,0,,,,0,,,,0,,,,1,5,2,0,0,,,,0,,,,1,2,2,0,0,,,,1,1,2,0,0,,,,0,,,,1,4,3,0,1,3,3,1,0,,,,0,,,,0,,,,0,,,,1,4,2,0,1,1,2,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,555,"No space",1,"14:18",421.347619047619
,145,5,5,2,3,1,"14:06","23/06/2022",1,6,4,5,,1,4,80,200,70,12,1,,,,,1,,1,24,0,,1,5,30,2,0,1,300000,1,750000,300,1,0,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,,,1,3,7,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",1,"15:08",
309,146,5,6,1,3,1,"10:14","17/06/2022",2,6,8,5,,1,1,32,250,12,12,1,,,,,1,,1,24,0,,1,1,20,2,0,1,1200000,1,300000,300,1,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,1,3,5,0,,,,1,4,1,0,0,,,,0,,,,1,3,1,0,1,1,1,0,1,15,1,0,1,3,1,0,1,1,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,25,1,0,0,,,,1,4,888,0,1,1,1,0,0,,,,1,2,1,0,1,1,1,0,1,2,1,0,0,,,,0,,,,0,,,,1,2,1,0,0,,,,0,,,,1,1,1,0,0,,,,1,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",1,"10:40",11.2610976744186
310,147,5,6,2,3,1,"12:30","20/06/2022",1,6,4,5,,1,1,28,120,26,12,1,,,,,1,,1,23,0,,1,1,1,1,0,1,159990,1,1200000,298,1,1,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,1,3,7,1,50,1,0,1,5,1,0,0,,,,0,,,,1,1,1,0,0,,,,1,15,1,0,1,1,1,0,1,2,1,0,0,,,,0,,,,0,,,,1,2,1,0,0,,,,0,,,,1,50,1,0,0,,,,1,7,888,0,1,1,1,0,0,,,,1,4,1,1,1,1,1,0,1,2,1,0,0,,,,0,,,,0,,,,1,2,1,0,0,,,,0,,,,0,,,,0,,,,1,6,888,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,555,"donation",1,"13:00",265.9455
311,148,5,6,2,3,1,"16:03","18/06/2022",1,6,4,5,,1,1,24,120,20,12,1,,,,,1,,1,23,0,,1,1,30,2,0,1,150000,1,900000,289,1,1,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,1,3,5,1,90,1,0,0,,,,0,,,,0,,,,1,1,1,0,0,,,,1,10,1,1,1,3,1,0,1,2,1,0,1,1,1,0,0,,,,0,,,,1,1,1,0,0,,,,0,,,,1,25,1,0,0,,,,1,9,888,0,1,1,1,1,0,,,,1,3,1,0,1,1,1,0,1,1,1,0,0,,,,0,,,,1,4,1,0,1,1,1,0,0,,,,0,,,,0,,,,0,,,,1,7,888,0,0,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,3," ",0,"16:43",110.668164383562
312,149,5,6,2,3,1,"11:44","18/06/2022",2,6,4,4,,1,3,30,80,30,12,1,,,,,1,,1,24,0,,1,1,1,1,0,1,750000,1,150000,287,1,1,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,0,,7,1,40,1,0,1,5,1,0,0,,,,0,,,,1,1,1,0,0,,,,1,8,1,0,1,3,1,0,0,,,,0,,,,0,,,,0,,,,1,3,1,0,0,,,,0,,,,1,28,1,0,0,,,,1,3,888,0,1,1,1,0,0,,,,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,,,,1,2,1,0,1,3,1,0,0,,,,0,,,,0,,,,0,,,,1,3,888,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",1,"11:58",188.315441860465
313,150,5,7,1,3,1,"13:24","06/06/2022",1,6,22,4,,1,1,18,60,25,12,1,,,,,1,,1,24,0,,1,0,,2,,1,300000,1,450000,300,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,,,,0,,7,0,,,,1,5,888,1,0,,,,0,,,,1,2,2,1,0,,,,1,2,2,0,1,4,2,0,1,2,2,0,0,,,,0,,,,0,,,,1,4,1,0,1,4,1,0,0,,,,1,20,1,0,0,,,,1,3,1,0,1,1,1,0,1,3,1,0,1,2,1,0,0,,,,1,1,1,0,1,1,1,0,1,2,1,1,0,,,,0,,,,1,3,1,0,1,2,1,0,0,,,,0,,,,1,1,1,0,0,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,555,"Replacement",1,"16:57",16.9766382352941
