"Cluster","ED_ID","CI01","CI02","CI06","CI07","CI08","QE_B04","QE_B05","QE_B06","QE_B07","QE_B08","QE_B11","QE_B11_OTHER","QE_B12","QE_B13","QE_B13A","QE_B14A","QE_B14B","QE_B15A","QE_B15B","QE_B16","QE_B17","QE_B17_OTHER","QE_B18","QE_B18_OTHER","QE_B19","QE_B20","QE_B21","QE_B22","QE_B23","QE_B24A","QE_B24B","QE_B25","QE_B26","QE_B27A","QE_B27A_OTHER","QE_B27B","QE_B28","QE_B28_OTHER","QE_B29","QE_B30A","QE_B30B","QE_B31","QE_B32_1","QE_B32_2","QE_B32_3","QE_B33","QE_B34_1","QE_B34_2","QE_B34_3","QE_B34_4","QE_B35","QE_B36","QE_B37","QE_B38","QE_B39","QE_B40","QE_B40_OTHER","QE_B41","QE_B42","QE_B43","QE_B43_OTHER","QE_B44","QE_B45","QE_B46","QE_B46_OTHER","QE_B47","QE_B48","QE_B48_OTHER","QE_B49","QE_B50","QE_B51A","QE_B51B","QE_B51B_OTHER","QE_B52","QE_B53","QE_B54","QE_B55","QE_B56","QE_B57","QE_B58","QE_B58_OTHER","QE_B59","QE_B59_OTHER","QE_B60A","QE_B60B","QE_B60C","QE_B61A","QE_B61B","QE_B61C","QE_B62A","QE_B62B","QE_B62C","QE_B63A","QE_B63B","QE_B63C","QE_B64A","QE_B64B","QE_B64C","QE_B65A","QE_B65B","QE_B65C","QE_B66A","QE_B66B","QE_B66C","QE_B67A","QE_B67B","QE_B67C","QE_B68A","QE_B68B","QE_B68C","QE_B69A","QE_B69B","QE_B69C","QE_B70A","QE_B70B","QE_B70C","QE_B71A","QE_B71B","QE_B71C","QE_B72A","QE_B72B","QE_B72C","QE_B73A","QE_B73B","QE_B73C","QE_B74A","QE_B74B","QE_B74C","QE_B75A","QE_B75B","QE_B75C","QE_B76A","QE_B76B","QE_B76C","QE_B77A","QE_B77B","QE_B77C","QE_B78A","QE_B78B","QE_B78C","QE_B79_01","QE_B79_02","QE_B79_03","QE_B79_04","QE_B79_05","QE_B79_06","QE_B79_07","QE_B79_08","QE_B79_09","QE_B79_10","QE_B79_11","QE_B79_12","QE_B79_13","QE_B79_14","QE_B79_15","QE_B79_16","QE_B79_17","QE_B79_18","QE_B79_19","QE_B80","QE_B80_OTHER","QE_B81","QE_C01","QE_C02","QE_C03","QE_C04","QE_C05","QE_C06","QE_C06_1","QE_C06_2","QE_C06_3","QE_C06_4","QE_C06_5","QE_C06_6","QE_C06_7","QE_C06_8","QE_C10","QE_C11_1","QE_C11_2","QE_C11_3","QE_C11_4","QE_C11_5","QE_C11_6","QE_C11_7","QE_C11_OTHER","QE_C12_1","QE_C12_2","QE_C12_3","QE_C12_4","QE_C12_5","QE_C12_6","QE_C12_7","QE_C12_OTHER","QE_C12A","QE_C12B","QE_C13","QE_C13_OTHER","QE_C14","QE_C14_OTHER","QE_C15A","QE_C15B","QE_C16A","QE_C16B","QE_C17A","QE_C17A_UNITY","QE_C17B","QE_C17B_UNITY","QE_C18A","QE_C18B","QE_C19","QE_C20A","QE_C20B","QE_C20C","QE_C21","QE_C22","QE_C23","QE_C24","QE_C25","QE_C26","QE_C27_01","QE_C27_02","QE_C27_03","QE_C27_04","QE_C27_05","QE_C27_06","QE_C27_07","QE_C27_08","QE_C27_09","QE_C27_10","QE_C27_11","QE_C27_12","QE_C28","QE_C29","QE_C30","QE_C31","QE_C32_1","QE_C32_2","QE_C32_3","QE_C32_4","QE_C32_5","QE_C32_6","Basicweight"
196,124,3,7,2,2,1,2,7,2,1,6,4," ",57,1686,10,"7h00","17h00","888","888",1,,,1," ",24,0,,1,0,,,,0,1," ",100000,1," ",1200000,289,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",3," ",0,,,1,30,1,1,8,0,0,,,0,,,1,247,1,1,1,0,1,2,1,0,,,0,,,0,,,0,,,0,,,1,10,0,0,,,1,1,0,1,2,0,0,,,0,,,,1,,,,1,,1,,,,,,,,,,,,2," ",0,1,1,1686,1,2,"B",,1,,,,,,,6,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,31,4,,,310000,,2,0,60,0,2,1,5,1,1,1,,,,,,,,,,,,,1,2,,888,1,,1,1,,,266.5758
197,125,3,7,2,2,1,2,6,4,555,9,4," ",37,1017,10,"7h00","17h00","888","888",1,,,1," ",24,0,,1,0,,,,0,1," ",2500000,1," ",30000,255,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",2," ",0,,,0,,,0,,,0,,,0,,,1,57,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,3,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,325,1,2,"A",1,,,,,,,,2,,,,1,1,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,5,4,,,45000,,2,0,360,0,2,1,2,2,1,2,1,,1,1,,,,,,,,,888,3,,888,,,,1,,,159.770092307692
198,126,3,7,2,2,1,2,6,4,1,13,4," ",35,1176,12,"7h00","17h00","888","888",1,,,1," ",24,0,,1,0,,,,0,1," ",100000,1," ",20000,255,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",5," ",0,,,0,,,0,,,0,,,0,,,1,105,1,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,1,3,0,0,,,1,1,0,1,2,0,0,,,0,,,,,,,,1,,,,,,,,,,,,,,2," ",1,1,1,1176,1,2,"A",1,,,,,,,,5,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,18,4,,,180000,,3,0,60,0,2,1,6,1,3,1,,,,,,,,,,,,,2,1,,888,,,,,,555,134.400469090909
199,127,4,1,2,2,1,1,6,4,3,1,2," ",35,940,12,"7h00","17h00","888","888",1,,,1," ",24,1,3,1,2,1,60,2,0,1," ",100000,1," ",100000,255,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",1,14,1,0,,,0,,,0,,,0,,,1,8,0,1,2,1,1,1,1,0,,,0,,,0,,,0,,,0,,,1,96,1,0,,,0,,,1,2,0,0,,,0,,,1,,,,,,1,1,,,,,,1,,,,,,2," ",1,1,3,940,1,2,"B",,1,,,,,,,4,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,41,4,,,410000,,3,90,300,60,2,1,4,1,2,1,,,,,,,,,,,,,888,1,,111,,,,,,555,185.23665
200,128,4,1,2,2,2,1,6,4,1,1,1," ",16,612,9,"7h00","17h00","888","888",1,,,1," ",19,0,,1,0,,,,0,1," ",48000,1," ",4000,888,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",3," ",1,15,0,0,,,0,,,0,,,0,,,1,2,0,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,1,2,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,612,1,2,"B",,1,,,,,,,3,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,4,4,,,36000,,2,0,300,0,1,1,5,1,2,1,,,,,,,,,,,,,888,1,,888,1,1,1,1,1,,76.3218756302521
202,129,4,1,1,2,1,2,6,3,4,14,2," ",52,600,12,"7h30","16h00","888","888",1,,,1," ",24,0,,1,0,,,,0,1," ",350000,3," ",320000,255,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,1,3," ",7," ",1,98,1,1,90,1,1,50,1,1,7,1,1,1,0,1,240,0,1,2,1,1,6,0,0,,,0,,,0,,,1,3,1,1,3,0,1,50,0,0,,,1,8,0,1,7,0,0,,,1,4,0,1,1,1,1,,,1,,,,,1,,,,,,,,2," ",1,1,3,600,2,2,"B",,1,,,,,,,6,1,1,,,,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,13,4,,,130000,,2,120,240,240,1,1,4,1,1,2,,,,1,1,1,,,,,,,1,1,,888,,1,1,,,,9.64490152671756
203,130,4,1,2,2,2,2,6,4,3,2,4," ",51,1236,12,"7h00","17h00","888","888",1,,,1," ",24,0,,1,0,,,,0,1," ",100000,1," ",15000,255,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",0,,,1,1,0,0,,,1,30,0,1,1,1,1,111,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,8,0,0,,,0,,,,,,,1,,,,,,,,,,,,,,,555,"Not needed",1,1,1,1236,1,2,"B",,1,,,,,,,5,,1,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,15,4,,,150000,,3,0,120,0,2,1,3,2,3,1,,,,,,,,,,,,,888,4,,888,,,1,,,,116.712714285714
204,131,4,2,2,2,1,1,6,4,5,14,4," ",47,1279,10,"7h00","17h00","888","888",1,,,1," ",24,0,,1,1,0,15,1,0,1," ",100000,2," ",100000,269,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",3," ",0,,,1,1,0,1,6,0,0,,,1,1,0,1,56,0,1,1,0,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,1,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,1279,1,2,"B",,1,,,,,,,5,,,,1,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,19,4,,,190000,,1,0,180,0,2,1,5,1,2,2,,,1,1,,,,,,1,1,,4,3,,111,,,1,,1,,88.2872234042553
205,132,4,2,2,2,1,1,3,6,4,0,1," ",19,437,10,"7h00","17h00","888","888",0,1,,," ",,,,,,,,,,," ",,," ",,,,,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,,," ",,,,,,,," ",," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,437,1,1,"B",,1,,,,,,,2,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,7,4,,,63000,,2,0,888,0,2,1,5,1,2,2,,,1,1,,,,,,,,,1,4,,111,1,1,1,1,,,182.426832
206,133,4,2,2,2,1,1,6,4,1,13,4," ",42,835,9,"7h00","17h00","888","888",1,,,1," ",24,1,1,1,0,,,,0,1," ",100000,2," ",30000,888,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",555,"No constraint",0,,,0,,,0,,,1,20,0,0,,,1,110,0,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,6,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,435,1,2,"B",,1,,,,,,,2,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,3,4,,,27000,,1,0,120,0,2,1,4,1,2,1,,,,,,,,,,,,,1,4,,888,,,1,1,,,139.53121875
207,134,4,2,2,2,1,1,6,4,1,2,1," ",10,280,10,"7h00","17h00","888","888",0,1,,," ",,,,,,,,,,," ",,," ",,,,,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,,," ",,,,,,,," ",," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,180,1,2,"A",1,,,,,,,,2,,1,,1,,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,1,4,,,10000,,3,0,888,0,2,1,1,1,2,2,,,1,1,,,,,,1,1,,1,4,,111,,,,,,555,151.801378881988
208,135,4,2,1,2,1,2,4,6,1,3,3," ",8,85,10,"7h00","16h30","888","888",1,,,1," ",24,0,,1,0,,,,0,1," ",888,2," ",3600000,250,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",0,,,1,15,0,1,20,0,0,,,1,2,0,1,15,0,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,1,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,3,40,3,1,"AB",1,1,,,,,,,2,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,2,4,,,24000,,2,60,180,120,1,1,2,1,3,1,,,,,,,,,,,,,888,1,,2,1,1,1,1,,,11.9892
210,136,4,3,2,2,1,2,4,6,1,4,1," ",29,951,9,"8h00","17h40","888","888",1,,,1," ",24,1,3,1,6,3,180,2,0,2," ",5000,1," ",5000,888,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,4," ",1,0,,,,0,," ",7," ",1,3,0,1,3,0,0,,,0,,,0,,,1,133,0,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,,1,5,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,2,750,1,2,"B",,1,,,,,,,4,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,25,4,,,225000,,2,60,240,888,2,1,3,1,2,1,,,,,,,,,,,,,888,1,,111,1,1,1,1,,,52.2024086021505
214,137,4,3,1,2,1,1,3,3,4,4,1," ",51,1115,12,"6h30","17h00","888","888",1,,,1," ",12,1,3,1,5,1,60,2,0,1," ",2000000,1," ",6000,270,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,4," ",0,0,,,,0,," ",6," ",0,,,0,,,0,,,1,5,1,0,,,1,176,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,1,,,,,,,,,,,,,,,,2," ",0,1,2,772,1,2,"A",1,,,,,,,,4,,,,1,,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,11,4,,,121000,,1,120,300,60,2,1,6,1,3,1,,,,,,,,,,,,,888,1,,888,,,,1,,,12.1581888235294
215,138,4,3,1,2,1,2,4,6,2,4,1," ",19,756,9,"7h00","17h40","888","888",1,,,1," ",24,0,,1,1,1,60,1,0,1," ",50000,1," ",135000,258,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",1,14,0,1,3,0,0,,,0,,,0,,,1,110,0,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,150,1,2,"B",,1,,,,,,,2,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,2,4,,,24000,,2,0,300,0,2,1,5,1,2,1,,,,,,,,,,,,,888,1,,111,,,,1,,,5.1521799689441
216,139,4,3,1,2,1,2,6,4,2,19,555,"Maternelle",12,206,10,"7h00","17h00","888","888",1,,,1," ",24,0,,1,0,,,,0,1," ",467000,1," ",20000,257,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",0,,,1,12,0,1,1,0,0,,,0,,,1,1,1,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,1,,,,,,,,,,,,,,2," ",1,1,2,206,1,2,"B",,1,,,,,,,3,,1,,,,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,6,4,,,66000,,2,180,180,888,2,1,2,1,3,2,,,,1,,,,,,,1,,4,1,,111,1,,,,,,10.5304336363636
219,140,4,3,2,2,1,1,4,6,1,3,1," ",26,793,12,"7h00","17h00","888","888",1,,,4," ",24,0,,0,,,,,1,," ",,," ",,,,,1,,,,1,,,,42019,1,,1,3,4," ",0,,," ",,,2," ",1,2," ",0,,1,1," ",1,0,,,,0,," ",7," ",0,,,0,,,1,17,0,0,,,0,,,1,1,0,0,,,1,3,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,2,0,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,450,1,1,"B",,1,,,,,,,2,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,5,4,,,50000,,2,0,180,0,2,1,6,1,2,1,,,,,,,,,,,,,4,1,,888,1,1,1,1,,,151.93865060241
220,141,4,3,1,2,1,1,4,6,1,5,1," ",39,1300,10,"6h00","18h00","888","888",1,,,1," ",24,0,,1,0,,,,0,1," ",2500000,1," ",15000,217,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",1,23,1,0,,,0,,,0,,,0,,,1,146,0,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,6,1,0,,,1,,,,,,,,,,,,,,,,,1,,3," ",1,1,1,1300,1,2,"B",,1,,,,,,,5,,,,,1,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,19,4,,,209000,,1,0,300,0,2,2,,1,3,1,,,,,,,,,,,,,1,1,,1,1,,,,,,7.68185333333333
220,142,4,3,1,2,2,2,4,6,1,5,1," ",28,810,12,"7h30","17h00","888","888",1,,,1," ",24,0,,1,0,,,,0,1," ",2000000,1," ",20000,255,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",1,1,0,,,1,111," ",1," ",0,,,0,,,0,,,1,32,1,0,,,1,175,1,1,1,1,0,,,0,,,0,,,0,,,0,,,0,,,1,1,1,1,1,0,0,,,0,,,0,,,0,,,,,,1,,1,1,,,,,,,1,,,,,,1," ",1,1,2,810,1,1,"B",,1,,,,,,,3,,,,,1,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,23,4,,,253000,,1,120,120,888,1,2,,1,2,1,,,,,,,,,,,,,1,1,,1,1,,,,,,7.68185333333333
221,143,4,3,1,2,1,2,6,4,1,16,4," ",42,1122,10,"7h00","17h00","888","888",1,,,1," ",24,0,,1,2,0,5,1,0,1," ",6300000,1," ",10000,217,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",6," ",0,,,0,,,0,,,1,13,1,0,,,1,185,1,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,3,0,0,,,,,,1,,1,,,,,,,,,,,,,,2," ",1,1,2,1122,1,2,"B",,1,,,,,,,5,,,,1,1,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,28,4,,,364000,,1,60,300,888,2,1,4,1,2,2,1,,1,,,,,,,,1,,1,3,,111,1,,1,,,,15.9206272727273
223,144,4,4,2,2,1,1,4,6,1,15,1," ",23,867,12,"7h20","17h00","888","888",1,,,1," ",24,0,,1,2,1,60,1,0,1," ",888,1," ",3000,200,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,1,4," ",7," ",1,21,0,1,6,0,0,,,0,,,1,1,0,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,1,2,0,0,,,0,,,1,1,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,867,1,2,"A",1,,,,,,,,4,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,6,4,,,66000,,3,0,888,0,2,1,6,1,2,1,,,,,,,,,,,,,1,1,,888,1,1,,1,,,325.358129032258
224,145,4,4,1,2,2,2,6,4,1,1,4," ",61,1951,9,"7h00","17h00","888","888",1,,,1," ",24,0,,1,1,0,30,1,0,1," ",888,1," ",50000,200,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",1,12,0,0,,,0,,,0,,,0,,,1,5,0,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,5,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,1951,1,2,"B",,1,,,,,,,6,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,25,4,,,275000,,2,0,300,0,2,1,5,1,2,1,,,,,,,,,,,,,1,1,,888,1,1,,1,,,10.216724137931
225,146,4,4,2,2,1,2,6,2,1,3,1," ",30,1250,9,"7h20","17h00","888","888",1,,,4," ",12,1,2,0,,,,,1,," ",,," ",,,,,1,1,,,1,1,,,22017,1,,0,3,4," ",0,,," ",,,1," ",1,5," ",,,0,5," ",0,0,,,,0,," ",2," ",1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,1250,1,2,"B",,1,,,,,,,5,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,17,4,,,187000,,3,0,120,0,2,1,3,1,3,2,,,1,1,,,,,,1,,,888,3,,111,1,1,,1,,,90.7926956521739
226,147,4,4,2,2,1,1,3,6,3,1,1," ",22,768,10,"7h00","17h00","888","888",1,,,1," ",24,0,,1,3,0,20,1,0,1," ",888,2," ",888,888,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",5," ",0,,,0,,,1,5,0,0,,,0,,,1,278,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,1,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,663,1,2,"B",,1,,,,,,,3,,,,1,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,10,4,,,100000,,1,0,120,0,2,1,4,1,2,2,,,1,1,,,,,,1,1,,888,3,,111,1,,1,1,,,129.102220588235
227,148,4,4,2,2,1,1,6,4,1,11,4," ",29,696,9,"7h00","17h00","888","888",1,,,1," ",24,0,,1,0,,,,0,1," ",750000,2," ",25000,222,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",0,,,0,,,0,,,1,15,0,0,,,1,220,0,1,1,0,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,5,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,696,1,2,"B",,1,,,,,,,4,,1,,1,1,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,12,4,,,108000,,1,0,120,0,2,1,2,1,2,2,,,1,1,,,,,,,,,1,4,,888,,,,,1,,81.5528605263158
228,149,4,4,2,2,1,1,3,6,4,2,1," ",9,314,10,"7h00","17h00","888","888",1,,,1," ",24,1,2,1,1,2,120,1,0,1," ",400000,2," ",400000,238,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",3," ",0,,,0,,,0,,,1,7,0,0,,,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,314,1,2,"B",,1,,,,,,,2,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,4,4,,,36000,,3,0,888,0,2,1,5,1,2,2,,,1,1,,,,,,1,1,,888,4,,888,1,1,1,1,,,119.497333333333
229,150,4,5,1,2,1,2,4,6,5,8,555,"Nursery School",8,104,11,"7h00","17h40","888","888",1,,,1," ",24,0,,1,0,,,,0,1," ",260000,2," ",15000,888,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,5," ",0,0,,,,0,," ",7," ",0,,,0,,,1,23,0,0,,,0,,,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,104,1,1,"B",,1,,,,,,,3,1,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,2,4,,,26000,,1,0,888,0,1,1,2,1,1,1,,,,,,,,,,,,,3,3,,888,1,,1,,,,8.65588105263158
229,151,4,5,1,2,2,2,6,2,5,1,2," ",45,1369,10,"6h45","17h00","888","888",1,,,1," ",24,0,,1,0,,,,0,1," ",2570851,2," ",30000,269,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",0,,,0,,,1,12,0,0,,,0,,,1,186,0,1,2,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,2,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,2,1369,1,2,"B",,1,,,,,,,4,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,47,4,,,517000,,3,180,180,888,2,1,4,1,3,2,,,,1,,,,,,,1,,555,3,,111,1,,1,,,,8.65588105263158
231,152,4,5,2,2,1,1,4,6,2,7,1," ",17,594,10,"7h00","17h00","888","888",1,,,1," ",24,0,,1,0,,,,0,1," ",888,2," ",10000,888,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",0,,,0,,,0,,,1,4,0,0,,,0,,,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,2,593,1,2,"AB",1,1,,,,,,,3,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,16,4,,,176000,,2,60,240,180,2,1,6,1,2,1,,,,,,,,,,,,,4,555,,555,,,1,1,,,73.3824504504504
232,153,4,5,1,2,1,1,7,2,5,7,1," ",18,550,10,"7h00","16h00","888","888",1,,,1," ",24,0,,1,2,0,30,1,0,1," ",888,555,"SOS BYUMBA",888,888,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,5," ",0,0,,,,0,," ",7," ",0,,,1,99,0,0,,,0,,,1,3,0,1,18,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,2,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,0,,,,," ",,,,,,,,,,,,,,,,," ",,,,,,,," ",,,," ",," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4207321917808
232,154,4,5,1,2,10,1,3,3,4,1,2," ",30,802,9,"7h00","17h00","888","888",1,,,5," ",24,1,3,0,,,,,1,," ",,," ",,,,,,1,,,,1,,,52018,1,,1,3,4," ",0,,," ",,,5," ",0,2," ",0,,0,1," ",0,0,,,,0,," ",7," ",0,,,0,,,1,8,0,0,,,0,,,1,1,0,0,,,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,802,1,2,"B",,1,,,,,,,4,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,11,4,,,143000,,2,0,888,0,2,1,5,1,2,2,,,1,1,,,,,,1,,,888,555,,111,1,1,1,1,,,17.4207321917808
234,155,4,5,2,2,1,2,3,6,3,2,1," ",22,693,9,"7h00","17h00","888","888",0,1,,," ",,,,,,,,,,," ",,," ",,,,,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,,," ",,,,,,,," ",," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,1,2,693,1,2,"B",,1,,,,,,,4,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,21,4,,,210000,,2,60,180,888,2,1,3,1,2,2,,,1,1,,,,,,1,1,,4,3,,111,,,,,,555,76.9769217391304
