"Cluster","HI05","HH_WT","PROVINCE","DISTRICT","HI04","TYPEHH","C128","C135_6","C135_Other","C144","C144_OTHER","C149A","C149B","C149_OTHER","C129","C130","C131","C132","C133","C134","C135_1","C135_2","C135_3","C135_4","C135_5","C136","C137_1","C137_2","C137_3","C137_4","C137_5","C137_6","C138","C139","C140","C141","C142","C143","C145","C146","C147","C148","C150","C151","hhid","camp","ref_weight"
239,9,169.8891,5,51,1,1,3,,,,,111,111,,3,1,1,1,3,1,1,,,,,1,,,,,,,3,888,0,2,"0102",1,181400,1,1,4,,1,533900905,,
239,9,169.8891,5,51,1,1,1,,,,,2,111,,2,0,1,0,1,0,,,,,111,0,,,,,111,,1,,,2,"0102",1,181400,0,0,2,,555,533900905,,
239,18,169.8891,5,51,1,1,2,,,4,,111,111,,3,0,3,0,2,0,,,,,111,0,,,,,111,,3,888,0,1,"02",2,,,0,3,,555,533901805,,
239,18,169.8891,5,51,1,1,3,,,555,1,111,111,,3,0,3,0,1,0,,,,,111,0,,,,,111,,1,,,1,"02",2,,,0,888,,555,533901805,,
239,18,169.8891,5,51,1,1,1,,,,,5,111,,3,1,1,1,4,0,,,,,111,0,,,,,111,,2,888,0,2,"02",1,160000,1,1,3,0,1,533901805,,
240,2,133.191276619718,5,51,1,1,1,555,16,1,,111,111,,2,1,1,1,3,1,,,,,,1,,,,,,,2,12,0,1,"01",2,,,0,888,,3,534000205,,
240,2,133.191276619718,5,51,1,1,2,,,3,,111,111,,2,0,1,0,3,0,,,,,111,0,,,,,111,,2,888,0,1,"01",2,,,0,2,,3,534000205,,
241,1,530.112216748768,5,51,2,1,1,555,9,,,1,6,,1,1,1,0,1,0,,,,,,1,,,,,,,1,,,1,"01",1,5000,1,1,3,,3,534100105,,
241,9,1262.32,5,51,2,1,1,555,16,,,111,111,,3,1,1,1,3,1,,,,,,1,,,,,,,2,888,0,1,"01",1,80000,1,1,6,,2,534100905,,
242,1,974.180936170213,5,51,2,1,1,,,,,111,111,,3,1,1,1,3,1,,,,,111,0,,,,,111,,2,6,0,1,"01",1,85000,1,1,3,,4,534200105,,
242,4,974.180936170213,5,51,2,1,1,555,15,,,3,6,,2,0,1,1,2,1,,,,,,1,,,,,,,2,12,0,1,"02",1,10000,1,1,2,,1,534200405,,
242,4,974.180936170213,5,51,2,1,2,555,15,,,6,3,,2,1,1,1,3,1,,,,,,1,,,,,,,2,12,0,1,"02",1,97000,1,1,2,,1,534200405,,
242,8,974.180936170213,5,51,2,1,3,555,14,,,111,111,,1,0,1,0,1,0,,,,,,1,,,,,,,1,,,7,"01",1,165100,1,1,2,,1,534200805,,
242,8,974.180936170213,5,51,2,1,1,555,18,,,2,111,,3,1,1,1,5,1,1,,,,,1,,,,,,,3,120,1,7,"01",1,165100,1,1,3,,1,534200805,,
242,8,974.180936170213,5,51,2,1,2,555,3,,,111,111,,2,0,1,0,3,0,,,,,,1,,,,,,,3,120,1,7,"01",1,165100,1,1,3,,1,534200805,,
242,9,974.180936170213,5,51,2,1,1,555,15,,,1,111,,3,1,1,1,3,0,,,,,,1,,,,,,,2,60,1,2,"01",1,74000,1,1,3,,1,534200905,,
242,11,974.180936170213,5,51,2,1,1,,,,,6,111,,3,1,1,1,3,1,,,,,111,0,,,,,111,,2,60,1,2,"01",1,950000,0,1,3,,1,534201105,,
242,13,974.180936170213,5,51,2,1,2,,,2,,1,4,,1,0,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",2,,,1,2,0,3,534201305,,
242,13,974.180936170213,5,51,2,1,1,,,,,111,111,,3,1,1,1,4,1,,,,,111,0,,,,,111,,2,100,1,5,"01",1,230000,1,1,5,,1,534201305,,
243,5,1062.52385542169,5,52,2,1,1,555,18,,,111,111,,2,1,1,1,3,0,,,,,,1,,,,,,,2,888,0,1,"01",1,25000,0,1,12,,1,544300505,,
243,8,1062.52385542169,5,52,2,1,1,,,,,1,555,9,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,2,"01",1,8000,0,0,3,,4,544300805,,
243,9,1062.52385542169,5,52,2,1,1,555,3,,,1,7,,1,1,1,0,1,0,,,,,,1,,,,,,,1,,,1,"01",1,15000,0,0,3,0,4,544300905,,
244,1,1700.2,5,52,2,1,1,,,,,555,111,4,3,1,1,1,3,1,,,,,111,0,,,,,111,,2,7,1,3,"01",1,30000,1,1,2,,1,544400105,,
244,3,1700.2,5,52,2,1,1,,,,,4,7,,3,1,1,1,3,1,,,1,,,1,,,,,,,3,888,1,2,"02",1,30000,0,1,3,0,1,544400305,,
244,6,1700.2,5,52,2,1,1,,,,,3,111,,3,1,1,1,3,1,,,,1,,1,,,,,,,3,888,0,2,"02",1,178000,1,1,12,,1,544400605,,
244,11,1700.2,5,52,2,1,1,,,,,1,111,,3,1,1,1,3,1,1,,,,,1,,,,,,,3,888,1,3,"0102",1,172800,1,1,3,,1,544401105,,
244,12,1700.2,5,52,2,1,1,,,,,3,111,,3,1,1,1,8,1,1,,,,,1,,,,,,,3,888,0,5,"02",1,708000,1,1,12,,1,544401205,,
244,13,1700.2,5,52,2,1,1,,,,,2,6,,2,1,1,1,3,0,1,,,,,1,,,,,,,3,50,1,1,"01",1,565500,1,1,4,,1,544401305,,
244,14,1700.2,5,52,2,1,1,,,,,1,2,,2,1,1,1,3,1,1,,,,,1,,,,,,,3,50,1,1,"01",1,450000,1,1,16,,1,544401405,,
244,15,1700.2,5,52,2,1,1,,,,,111,111,,3,1,1,1,5,1,1,,,,,1,,,,,,,3,888,1,2,"02",1,70000,1,0,12,,2,544401505,,
244,16,1700.2,5,52,2,1,1,555,3,,,1,6,,3,1,1,0,6,1,,,,,,1,,,,,,,3,888,0,11,"01",1,50000,0,0,3,,3,544401605,,
244,17,1700.2,5,52,2,1,1,,,,,555,111,10,3,1,1,1,5,0,,,,,111,0,,,,,111,,2,7,1,5,"01",1,35000,1,1,12,,1,544401705,,
244,18,1700.2,5,52,2,1,1,,,,,111,111,,3,1,1,1,2,0,1,,,,,1,,,,,,,3,888,0,1,"02",1,560000,1,1,12,,1,544401805,,
245,1,18.1200197260274,5,52,1,1,1,555,15,,,111,111,,2,1,1,0,2,0,,,,,,1,,,,,,,2,5,0,1,"01",1,13000,0,1,12,,4,544500105,,
245,3,18.1200197260274,5,52,1,1,1,,,,,7,111,,3,1,1,1,3,0,,,,,111,0,,,,,111,,2,6,0,2,"0102",1,57000,1,0,3,0,1,544500305,,
246,1,392.274947368421,5,52,2,1,1,555,3,,,3,1,,3,1,1,1,3,0,,,,,,1,,,,,,,2,5,0,1,"01",1,12000,1,1,4,,1,544600105,,
246,3,392.274947368421,5,52,2,1,2,,,,,111,111,,3,1,1,1,4,1,,,,,111,0,,,,,111,,2,15,0,2,"01",1,130000,1,1,12,,1,544600305,,
246,3,392.274947368421,5,52,2,1,1,,,,,555,111,4,3,0,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",1,130000,1,0,888,,1,544600305,,
246,10,392.274947368421,5,52,2,1,1,,,2,,6,111,,3,1,1,1,3,0,,,,,111,0,,,,,111,,2,5,0,1,"01",2,,,0,3,,1,544601005,,
247,5,70.5821635756677,5,52,1,1,1,,,,,2,1,,2,1,1,1,4,1,1,,,,,1,,,,,,,3,888,1,1,"01",1,350000,0,1,12,,1,544700505,,
247,6,70.5821635756677,5,52,1,1,1,555,18,,,6,1,,1,1,1,0,3,0,,,,,,1,,,,,,,2,888,1,1,"01",1,2100,1,1,4,,1,544700605,,
247,7,70.5821635756677,5,52,1,1,1,,,,,7,111,,2,1,1,1,11,1,1,,,,,1,,,,,,,3,888,1,6,"01",1,42000,1,1,4,1,1,544700705,,
247,13,70.5821635756677,5,52,1,1,1,,,,,1,7,,2,1,1,1,4,1,1,,,,,1,,,,,,,3,888,1,1,"01",1,24000,1,1,2,1,1,544701305,,
248,4,1727.22825,5,52,2,1,1,555,15,,,1,111,,1,0,3,0,1,0,,,,,,1,,,,,,,1,,,1,"01",1,43000,0,1,2,,1,544800405,,
248,4,1727.22825,5,52,2,1,2,555,15,,,111,111,,1,1,3,0,1,0,,,,,,1,,,,,,,1,,,1,"01",1,43000,0,1,2,,1,544800405,,
248,5,1727.22825,5,52,2,1,1,,,,,1,6,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,2,"01",1,8000,0,0,3,,1,544800505,,
248,6,1727.22825,5,52,2,1,2,,,,,111,111,,2,0,3,0,1,0,,,,,111,0,,,,,111,,1,,,1,"0102",1,60000,0,0,3,,3,544800605,,
248,6,1727.22825,5,52,2,1,1,,,,,1,6,,3,1,3,1,3,1,,,,,111,0,,,,,111,,2,12,1,1,"0102",1,60000,0,0,3,,3,544800605,,
248,6,1727.22825,5,52,2,1,3,,,,,111,111,,1,0,3,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",1,1000,0,0,2,,3,544800605,,
248,7,1465.527,5,52,2,1,1,555,3,,,111,111,,3,1,1,0,4,0,,,,,,1,,,,,,,3,888,0,2,"01",1,75000,0,0,4,,3,544800705,,
248,8,1727.22825,5,52,2,1,1,555,3,,,111,111,,3,1,1,0,2,0,,,,,,1,,,,,,,3,888,0,3,"01",1,125000,1,1,12,,2,544800805,,
248,18,1465.527,5,52,2,1,1,555,3,1,,111,111,,3,1,1,0,2,0,,,,,,1,,,,,,,3,888,0,1,"01",2,,,0,888,,555,544801805,,
250,1,1069.161,5,52,2,1,1,555,15,,,7,111,,2,1,1,1,3,0,,,,,,1,,,,,,,2,5,1,4,"01",1,205000,1,1,12,1,1,545000105,,
250,3,1069.161,5,52,2,1,1,,,,,1,111,,2,1,1,1,3,0,,,,,111,0,,,,,111,,2,888,1,1,"01",1,45000,1,1,12,,1,545000305,,
250,5,1069.161,5,52,2,1,1,,,,,1,2,,2,1,1,1,3,0,,,,,111,0,,,,,111,,2,5,1,3,"01",1,91000,1,1,4,,1,545000505,,
250,6,1069.161,5,52,2,1,1,,,,,1,2,,2,1,1,1,3,0,,,,,111,0,,,,,111,,2,888,1,1,"01",1,33000,1,1,4,,1,545000605,,
250,8,1069.161,5,52,2,1,1,555,15,1,,3,1,,2,1,1,1,3,0,,,,,,1,,,,,,,2,888,1,1,"01",2,,,1,5,,4,545000805,,
250,11,1069.161,5,52,2,1,1,555,15,,,3,111,,2,1,1,1,3,0,,,,,,1,,,,,,,2,17,0,1,"01",1,85000,1,1,12,,4,545001105,,
250,14,1069.161,5,52,2,1,1,555,15,2,,3,111,,2,1,1,1,3,0,,,,,,1,,,,,,,2,5,1,1,"02",2,,,0,12,,2,545001405,,
250,15,1069.161,5,52,2,1,1,,,,,2,4,,3,1,1,1,3,1,1,,,,,1,,,,,,,3,888,1,4,"0102",1,270000,1,1,12,1,1,545001505,,
250,16,1069.161,5,52,2,1,1,,,,,2,111,,3,1,1,1,10,1,1,,,1,,1,,,,,,,3,888,1,2,"01",1,250000,0,1,24,,3,545001605,,
250,17,1069.161,5,52,2,1,1,,,,,1,2,,3,1,1,1,3,1,1,,,,,1,,,,,,,3,888,1,1,"01",1,568000,1,1,12,,1,545001705,,
250,18,1069.161,5,52,2,1,1,555,15,,,7,111,,2,1,1,1,4,0,,,,,,1,,,,,,,2,5,1,4,"01",1,75000,1,1,12,1,1,545001805,,
251,1,219.926676666667,5,52,1,1,1,,,1,,111,111,,3,1,1,1,3,1,,,,,111,0,,,,,111,,2,888,0,1,"01",2,,,0,3,,1,545100105,,
251,9,219.926676666667,5,52,1,1,1,555,3,,,111,111,,3,1,1,1,2,0,,,,,,1,,,,,,,2,5,0,2,"02",1,70000,0,0,14,,1,545100905,,
251,10,219.926676666667,5,52,1,1,1,,,,,111,111,,3,1,1,1,2,1,,,,1,,1,,,,,,,3,888,0,1,"02",1,28000,0,0,12,,3,545101005,,
251,12,219.926676666667,5,52,1,1,1,,,2,,111,111,,3,1,1,1,3,1,,,,1,,1,,,,,,,3,888,0,1,"01",2,,,1,12,,2,545101205,,
251,13,219.926676666667,5,52,1,1,1,555,3,,,1,111,,3,1,1,1,3,0,,,,,,1,,,,,,,2,5,0,3,"01",1,130000,1,0,15,,1,545101305,,
252,2,73.2140102316602,5,52,1,1,1,555,14,,,4,7,,3,1,1,0,3,0,,,,,,1,,,,,,,3,888,0,11,"01",1,85000,1,1,3,1,1,545200205,,
252,16,73.2140102316602,5,52,1,1,1,555,3,2,,4,6,,3,1,1,1,2,0,,,,,,1,,,,,,,2,12,0,2,"0102",2,,,1,3,0,1,545201605,,
253,2,16.8411008888889,5,53,2,3,1,,,,,3,1,,3,1,1,1,3,1,1,,,,,1,,,,,,,3,888,0,1,"02",1,75000,1,0,9,,1,555300205,,
253,4,16.8411008888889,5,53,2,3,1,,,,,111,111,,3,1,1,0,3,0,,,,,111,0,,,,,111,,3,888,0,1,"01",1,30000,0,0,3,,1,555300405,,
253,7,16.8411008888889,5,53,2,3,1,555,3,,,1,6,,1,1,1,0,1,0,,,,,,1,,,,,,,1,,,2,"01",1,25000,0,0,8,,3,555300705,,
253,8,16.8411008888889,5,53,2,3,1,,,,,3,1,,3,1,1,1,3,0,,,,1,,1,,,,,,,3,888,0,1,"01",1,31500,0,0,12,,1,555300805,,
253,14,16.8411008888889,5,53,2,3,1,,,,,3,111,,3,1,1,1,3,0,1,,,,,1,,,,,,,3,888,0,1,"01",1,12500,0,0,12,,1,555301405,,
253,16,16.8411008888889,5,53,2,3,1,,,,,6,7,,3,1,1,1,3,0,,,,,111,0,,,,,111,,2,5,0,1,"01",1,30000,1,1,2,0,1,555301605,,
254,1,17.5170951871658,5,53,2,3,1,555,15,2,,7,3,,2,1,1,1,3,1,,,,,,1,,,,,,,2,7,0,3,"02",2,,,0,12,1,555,555400105,,
254,4,17.5170951871658,5,53,2,3,1,555,15,,,1,3,,2,1,1,0,3,0,,,,,,1,,,,,,,2,5,0,1,"01",1,134400,1,1,3,,1,555400405,,
254,7,17.5170951871658,5,53,2,3,1,,,,,111,111,,3,1,1,1,3,1,,,,,111,0,,,,,111,,2,5,0,3,"01",1,30000,1,1,3,,1,555400705,,
254,9,17.5170951871658,5,53,2,3,1,,,2,,1,111,,3,1,1,0,3,0,,,,1,,1,,,,,,,3,888,0,7,"01",2,,,0,4,,3,555400905,,
254,18,17.5170951871658,5,53,2,3,1,,,2,,1,111,,3,1,1,1,3,1,1,,,,,1,,,,,,,3,888,0,4,"01",2,,,0,12,,2,555401805,,
255,7,44.9545909677419,5,53,2,3,1,,,,,6,1,,1,1,1,1,1,0,,,,,111,0,,,,,111,,1,,,3,"01",1,16000,0,0,1,,3,555500705,,
255,10,44.9545909677419,5,53,2,3,1,555,9,,,1,111,,1,1,1,0,1,0,,,,,,1,,,,,,,1,,,5,"0102",1,30000,1,0,4,,1,555501005,,
255,18,44.9545909677419,5,53,2,3,1,,,,,1,6,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,2,"02",1,16000,0,0,1,,3,555501805,,
256,12,29.970521875,5,53,2,3,1,,,,,111,111,,2,1,1,0,3,0,,,,1,,1,,,,,,,3,888,0,4,"0102",1,80000,1,1,5,,3,555601205,,
256,18,29.970521875,5,53,2,3,1,,,4,,111,111,,2,1,1,0,3,0,,,,,111,0,,,,,111,,2,20,0,2,"01",2,,,0,4,,3,555601805,,
257,1,113.698288,5,53,2,3,1,,,,,111,111,,2,1,1,1,3,0,,,,,111,0,,,,,111,,2,17,1,3,"0102",1,75000,1,0,888,,2,555700105,,
257,5,113.698288,5,53,2,3,1,,,,,1,6,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"0102",1,9000,0,0,888,,3,555700505,,
257,9,113.698288,5,53,2,3,1,,,,,6,1,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,3,"0102",1,16000,0,0,4,,3,555700905,,
257,13,113.698288,5,53,2,3,1,,,,,4,111,,2,1,1,0,3,0,,,,,111,0,,,,,111,,2,17,0,3,"02",1,75000,1,0,3,1,555,555701305,,
257,16,113.698288,5,53,2,3,1,,,,,111,111,,2,1,1,0,3,0,,,,,111,0,,,,,111,,2,17,0,3,"01",1,74000,1,0,3,,4,555701605,,
259,3,127.7213,5,53,2,3,1,,,,,111,111,,2,1,1,1,3,1,,,,,111,0,,,,,111,,2,16,0,4,"01",1,80000,1,0,4,,555,555900305,,
259,4,127.7213,5,53,2,3,1,,,,,111,111,,1,1,1,0,1,1,,,,,111,0,,,,,111,,1,,,2,"01",1,29000,1,0,3,,555,555900405,,
259,7,127.7213,5,53,2,3,1,,,,,111,111,,2,1,1,1,3,0,,,,,111,0,,,,,111,,2,9,0,3,"01",1,72000,1,0,12,,3,555900705,,
259,14,127.7213,5,53,2,3,1,,,,,1,6,,2,1,1,1,3,1,,,,,111,0,,,,,111,,2,9,0,2,"01",1,85000,1,1,12,,1,555901405,,
259,15,127.7213,5,53,2,3,1,,,,,1,6,,1,1,1,1,3,0,,,,1,,1,,,,,,,3,888,0,3,"01",1,5000,1,0,888,,3,555901505,,
259,16,127.7213,5,53,2,3,1,,,,,1,7,,2,1,1,1,3,0,,,,,111,0,,,,,111,,2,9,0,1,"01",1,85000,1,1,12,0,3,555901605,,
260,4,85.58195,5,53,2,3,1,,,,,1,111,,1,1,1,1,1,0,,,,,111,0,,,,,111,,1,,,1,"01",1,25000,1,0,1,,3,556000405,,
260,5,85.58195,5,53,2,3,1,,,,,1,6,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,3,"01",1,25000,0,0,3,,1,556000505,,
260,8,85.58195,5,53,2,3,1,,,,,3,6,,2,1,1,1,2,0,,,,,111,0,,,,,111,,2,888,1,1,"01",1,45000,0,0,888,,1,556000805,,
260,10,85.58195,5,53,2,3,1,,,,,111,111,,2,1,1,1,3,1,,,,,111,0,,,,,111,,2,50,0,3,"01",1,172000,1,1,24,,1,556001005,,
260,14,85.58195,5,53,2,3,1,,,,,1,111,,1,1,1,1,1,1,,,,,111,0,,,,,111,,2,888,1,2,"0102",1,30000,0,0,888,,1,556001405,,
261,7,51.7246999148936,5,53,2,3,1,555,17,,,3,111,,2,1,1,1,3,1,,,,,,1,,,,,,,2,17,0,6,"0102",1,26800,1,0,5,,1,556100705,,
261,8,51.7246999148936,5,53,2,3,1,,,,,4,1,,3,1,1,1,3,1,1,,,,,1,,,,,,,3,40,1,2,"02",1,45500,1,0,888,0,1,556100805,,
261,10,51.7246999148936,5,53,2,3,1,555,17,2,,3,111,,2,1,1,1,3,1,,,,,,1,,,,,,,2,8,0,1,"0102",2,,,0,6,,3,556101005,,
261,11,51.7246999148936,5,53,2,3,1,,,555,5,111,111,,2,1,1,1,3,0,,,,,111,0,,,,,111,,2,11,0,1,"02",2,,,1,12,,3,556101105,,
261,14,51.7246999148936,5,53,2,3,1,555,3,2,,3,111,,2,1,1,1,3,1,,,,,,1,,,,,,,2,8,0,1,"01",2,,,0,5,,4,556101405,,
261,16,51.7246999148936,5,53,2,3,1,,,,,7,4,,2,1,1,1,4,0,,,,,111,0,,,,,111,,2,20,0,7,"01",1,100000,1,1,3,0,3,556101605,,
262,1,77.54134,5,53,2,3,1,,,,,111,111,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"02",1,19000,1,0,888,,1,556200105,,
262,6,77.54134,5,53,2,3,1,,,,,111,111,,1,1,1,1,1,1,,,,,111,0,,,,,111,,1,,,1,"0102",1,25000,0,0,4,,555,556200605,,
262,7,77.54134,5,53,2,3,1,555,3,,,1,2,,2,1,1,1,3,1,,,,,,1,,,,,,,2,6,0,1,"0102",1,3600,1,0,12,,1,556200705,,
262,8,77.54134,5,53,2,3,1,,,,,111,111,,2,1,1,1,1,0,,,,,111,0,,,,,111,,1,,,1,"0102",1,66600,1,0,8,,4,556200805,,
262,17,77.54134,5,53,2,3,1,,,,,1,6,,2,1,1,1,3,1,,,,,111,0,,,,,111,,2,9,1,1,"01",1,26000,0,0,4,,3,556201705,,
263,2,73.47207,5,53,2,3,1,,,2,,111,111,,2,1,1,1,3,1,,,,,111,0,,,,,111,,2,8,0,1,"01",2,,,0,4,,2,556300205,,
263,6,73.47207,5,53,2,3,1,555,18,2,,3,6,,2,1,1,1,3,0,,,,,,1,,,,,,,2,20,1,1,"01",2,,,0,8,,3,556300605,,
263,10,73.47207,5,53,2,3,1,555,9,,,111,111,,2,1,1,1,3,1,,,,,,1,,,,,,,2,10,0,2,"01",1,10500,0,0,12,,1,556301005,,
263,11,73.47207,5,53,2,3,1,,,555,5,1,111,,2,1,1,1,3,1,,,,,111,0,,,,,111,,2,17,0,1,"0102",2,,,1,4,,3,556301105,,
263,12,73.47207,5,53,2,3,1,,,3,,1,111,,1,1,1,1,1,0,,,,,111,0,,,,,111,,1,,,1,"01",2,,,0,5,,4,556301205,,
263,14,73.47207,5,53,2,3,1,,,3,,111,111,,3,1,1,1,3,0,,,,,111,0,,,,,111,,2,20,0,1,"01",2,,,0,3,,4,556301405,,
263,15,73.47207,5,53,2,3,1,,,2,,1,4,,3,1,1,0,3,1,,,,,111,0,,,,,111,,3,888,1,1,"0102",2,,,0,15,0,1,556301505,,
264,4,58.9189307692308,5,53,1,1,1,,,,,111,111,,2,1,1,1,1,0,,,,1,,1,,,,,,,3,50,1,2,"01",1,4500,1,1,24,,3,556400405,,
264,12,58.9189307692308,5,53,1,1,1,555,14,,,111,111,,1,1,1,0,1,0,,,,,,1,,,,,,,1,,,1,"01",1,7000,0,0,3,,3,556401205,,
266,2,1278.00605950413,5,53,2,1,1,,,,,4,111,,3,1,1,1,5,1,,,,,111,0,,,,,111,,2,12,1,5,"01",1,150000,1,0,888,0,1,556600205,,
266,7,1278.00605950413,5,53,2,1,1,,,,,111,111,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,4,"01",1,32000,1,0,888,,1,556600705,,
266,10,1278.00605950413,5,53,2,1,1,555,18,,,4,111,,1,1,1,1,1,0,,,,,,1,,,,,,,1,,,4,"0102",1,29500,1,0,4,0,1,556601005,,
266,15,1278.00605950413,5,53,2,1,1,,,,,1,111,,3,1,1,1,3,0,,,,,111,0,,,,,111,,2,12,0,1,"01",1,250000,1,1,8,,1,556601505,,
269,6,71.40509,5,53,2,3,1,555,3,,,1,111,,2,1,1,1,3,1,,,,,,1,,,,,,,2,10,0,1,"0102",1,75600,1,0,6,,1,556900605,,
269,8,71.40509,5,53,2,3,1,,,,,1,3,,2,1,1,1,1,0,,,,,111,0,,,,,111,,1,,,5,"0102",1,31000,0,1,6,,3,556900805,,
269,9,71.40509,5,53,2,3,1,555,3,,,111,111,,1,1,1,0,1,0,,,,,,1,,,,,,,1,,,2,"0102",1,10000,0,0,12,,3,556900905,,
269,11,71.40509,5,53,2,3,1,555,3,,,3,111,,2,1,1,1,3,1,,,,,,1,,,,,,,2,8,0,1,"0102",1,10000,0,0,12,,1,556901105,,
269,14,71.40509,5,53,2,3,1,,,,,111,111,,3,1,1,1,3,1,1,,,,,1,,,,,,,3,40,1,1,"0102",1,2000,1,1,12,,1,556901405,,
269,18,71.40509,5,53,2,3,1,,,,,4,111,,2,1,1,1,3,1,,,,,111,0,,,,,111,,2,12,1,1,"0102",1,5000,1,0,3,0,1,556901805,,
270,2,53.9244598958333,5,53,2,3,1,555,3,,,1,3,,1,1,1,1,1,0,,,,,,1,,,,,,,1,,,2,"0102",1,25000,1,0,4,,3,557000205,,
270,3,53.9244598958333,5,53,2,3,1,555,3,,,3,111,,2,1,1,1,3,1,,,,,,1,,,,,,,2,10,0,1,"01",1,75600,1,0,5,,1,557000305,,
270,6,53.9244598958333,5,53,2,3,1,,,,,111,111,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,4,"01",1,25000,0,0,6,,1,557000605,,
270,8,53.9244598958333,5,53,2,3,1,,,,,4,6,,2,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"02",1,7000,1,0,1,0,4,557000805,,
271,1,215.810832847991,5,53,2,1,1,,,,,3,2,,2,1,1,1,3,1,,,,1,,1,,,,,,,3,888,0,3,"02",1,130000,1,1,3,,3,557100105,,
271,3,215.810832847991,5,53,2,1,1,555,14,,,111,111,,2,1,1,1,3,0,,,,,,1,,,,,,,2,16,0,1,"01",1,95000,1,1,12,,555,557100305,,
271,5,215.810832847991,5,53,2,1,1,,,,,1,111,,2,1,1,1,4,0,,,,,111,0,,,,,111,,2,17,0,1,"02",1,95000,1,1,4,,3,557100505,,
271,13,215.810832847991,5,53,2,1,1,,,,,4,2,,3,1,1,1,3,1,1,,,,,1,,,,,,,3,90,0,3,"01",1,560000,1,1,3,0,1,557101305,,
272,2,,5,53,2,2,1,555,15,3,,1,111,,3,1,1,0,3,0,,,,,,1,,,,,,,2,7,1,2,"01",2,,,0,2,,555,557200205,5,18.5555553436279
272,2,,5,53,2,2,2,,,3,,1,111,,3,0,1,0,3,0,,,,,111,0,,,,,111,,2,7,1,2,"01",2,,,0,2,,1,557200205,5,18.5555553436279
272,2,,5,53,2,2,3,,,3,,1,111,,3,0,1,0,3,0,,,,,111,0,,,,,111,,3,888,1,2,"01",2,,,0,2,,1,557200205,5,18.5555553436279
272,3,,5,53,2,2,1,,,1,,111,111,,3,1,1,1,3,0,,,,,111,0,,,,,111,,2,12,0,1,"01",2,,,1,888,,1,557200305,5,18.5555553436279
272,5,,5,53,2,2,3,555,15,,,2,3,,3,1,1,0,3,0,,,,,,1,,,,,,,3,888,1,1,"01",1,90000,1,0,3,,1,557200505,5,18.5555553436279
272,5,,5,53,2,2,1,555,15,,,2,3,,2,0,1,0,3,0,,,,,,1,,,,,,,2,5,1,1,"01",1,90000,1,1,3,,1,557200505,5,18.5555553436279
272,5,,5,53,2,2,2,555,15,,,2,3,,2,0,1,0,3,0,,,,,,1,,,,,,,2,5,1,1,"01",1,90000,1,0,3,,1,557200505,5,18.5555553436279
272,6,,5,53,2,2,1,555,19,1,,111,111,,3,1,1,1,3,1,,,,,,1,,,,,,,2,5,1,1,"01",2,,,1,3,,555,557200605,5,18.5555553436279
272,6,,5,53,2,2,3,,,1,,111,111,,2,0,1,1,3,1,,,,,111,0,,,,,111,,2,5,1,1,"01",2,,,1,3,,555,557200605,5,18.5555553436279
272,6,,5,53,2,2,2,,,1,,111,111,,2,0,1,0,3,1,,,,,111,0,,,,,111,,2,5,1,1,"01",2,,,1,3,,555,557200605,5,18.5555553436279
272,7,,5,53,2,2,1,,,,,1,111,,3,1,1,0,3,0,,,,1,,1,,,,,,,3,888,0,3,"01",1,50000,1,0,20,,2,557200705,5,18.5555553436279
272,9,,5,53,2,2,1,555,14,,,1,3,,3,1,1,1,3,0,,,,,,1,,,,,,,2,5,0,1,"03",1,33500,1,0,12,,1,557200905,5,18.5555553436279
272,10,,5,53,2,2,1,,,,,1,111,,3,1,1,0,3,1,,,,,111,0,,,,,111,,3,888,1,3,"01",1,90000,1,1,3,,1,557201005,5,18.5555553436279
272,11,,5,53,2,2,1,,,,,1,111,,3,1,1,1,3,0,,,,1,,1,,,,,,,3,888,0,1,"01",1,93000,1,0,15,,3,557201105,5,18.5555553436279
272,12,,5,53,2,2,1,,,,,3,111,,3,1,1,1,4,1,,,,,111,0,,,,,111,,2,7,1,4,"02",1,162000,1,1,4,,1,557201205,5,18.5555553436279
272,13,,5,53,2,2,1,555,14,,,1,111,,3,1,1,0,2,0,,,,,,1,,,,,,,3,888,0,1,"01",1,93000,1,1,15,,1,557201305,5,18.5555553436279
272,14,,5,53,2,2,1,,,,,111,111,,3,1,1,1,3,1,,,,,111,0,,,,,111,,2,8,1,3,"0102",1,90000,1,1,12,,1,557201405,5,18.5555553436279
272,15,,5,53,2,2,1,555,3,,,1,111,,3,1,1,1,2,0,,,,,,1,,,,,,,2,5,0,2,"01",1,93000,1,0,10,,1,557201505,5,18.5555553436279
